Strain Name	Virus Species	Virus Genus	Virus Family	GenBank Accession	Sequence Length	Collection Date	Host	GenBank Host	Country	Mol Type	Complete Sequence	class_human_host	class_pathogenic	class_intersect
USA/Kansas46/2013	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KJ645650	27998	10/23/2013	Swine	porcine	USA	genomic RNA	Yes	0	0	0
USA/Oklahoma32/2013	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KJ645640	27998	07/24/2013	Swine	porcine	USA	genomic RNA	Yes	0	0	0
USA/Kansas29/2013	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KJ645637	27998	07/15/2013	Swine	porcine	USA	genomic RNA	Yes	0	0	0
USA/Texas31/2013	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KJ645639	27998	07/22/2013	Swine	porcine	USA	genomic RNA	Yes	0	0	0
USA/Kansas36/2013	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KJ645643	27998	09/01/2013	Swine	porcine	USA	genomic RNA	Yes	0	0	0
MEX/104/2013	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KJ645708	27998	11/03/2013	Swine	porcine	Mexico	genomic RNA	Yes	0	0	0
OKN-1/JPN/2013	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LC063836	27904	10/2013	Pig	Sus scrofa domesticus	Japan	genomic RNA	Yes	0	0	0
UNKNOWN-LP731411	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LP731411	28037	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-MA347649	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MA347649	28037	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-LP731460	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LP731460	28038	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-LQ410513	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LQ410513	28038	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-MA347661	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MA347661	28038	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
USA/NC/2013/35140	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KM975735	28038	09/12/2013	Swine	pig	USA	genomic RNA	Yes	0	0	0
USA/NorthCarolina40/2013	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KJ645646	27988	10/05/2013	Swine	porcine	USA	genomic RNA	Yes	0	0	0
USA/Indiana195/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR265800	27993	03/04/2014	Swine	pig	USA	genomic RNA	Yes	0	0	0
USA/Kentucky248/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR265772	27993	01/07/2014	Swine	pig	USA	genomic RNA	Yes	0	0	0
USA/Kentucky291/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR265791	27993	01/29/2014	Swine	pig	USA	genomic RNA	Yes	0	0	0
IBR-3/JPN/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LC063841	27904	04/2014	Pig	Sus scrofa domesticus	Japan	genomic RNA	Yes	0	0	0
IBR-4/JPN/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LC063842	27904	04/2014	Pig	Sus scrofa domesticus	Japan	genomic RNA	Yes	0	0	0
NIG-2/JPN/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LC063840	27904	04/2014	Pig	Sus scrofa domesticus	Japan	genomic RNA	Yes	0	0	0
IBR-8/JPN/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LC063843	27904	05/2014	Pig	Sus scrofa domesticus	Japan	genomic RNA	Yes	0	0	0
USA/Minnesota281/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR265773	27993	03/27/2014	Swine	pig	USA	genomic RNA	Yes	0	0	0
IWT-2/JPN/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LC063839	27904	04/2014	Pig	Sus scrofa domesticus	Japan	genomic RNA	Yes	0	0	0
USA/Kansas432/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR265767	27990	10/31/2014	Swine	pig	USA	genomic RNA	Yes	0	0	0
USA/Oklahoma35/2013	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KJ645642	27998	08/26/2013	Swine	porcine	USA	genomic RNA	Yes	0	0	0
USA/Texas128/2013	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KJ645697	27998	11/12/2013	Swine	porcine	USA	genomic RNA	Yes	0	0	0
PEDV/USA/Texas134/2015	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KU982966	27994	10/22/2015	Swine	pig	USA	genomic RNA	Yes	0	0	0
NPL-PEDv/2013/P10	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KJ778616	28025	05/20/2013	Swine	Sus scrofa	USA	genomic RNA	Yes	0	0	0
USA/Illinois307/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR265789	27993	04/16/2014	Swine	pig	USA	genomic RNA	Yes	0	0	0
USA/Illinois308/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR265782	27993	04/16/2014	Swine	pig	USA	genomic RNA	Yes	0	0	0
USA/Missouri337/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR265820	27986	05/07/2014	Swine	pig	USA	genomic RNA	Yes	0	0	0
USA/Missouri177/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR265779	27990	01/14/2014	Swine	pig	USA	genomic RNA	Yes	0	0	0
USA/Texas424/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR265790	27993	10/14/2014	Swine	pig	USA	genomic RNA	Yes	0	0	0
USA/OK10240-6/2017	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MG334554	28038	02/07/2017	Swine	Sus scrofa	USA	genomic RNA	Yes	0	0	0
USA/OK10240-8/2017	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MG334555	27438	02/07/2017	Swine	Sus scrofa	USA	genomic RNA	Yes	0	0	0
USA/Oklahoma38/2013	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KJ645644	27998	09/07/2013	Swine	porcine	USA	genomic RNA	Yes	0	0	0
USA/Kansas125/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KJ645701	27998	01/27/2014	Swine	porcine	USA	genomic RNA	Yes	0	0	0
COL/Huila/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MK071622	28024	03/17/2014	Swine	porcine	Colombia	genomic RNA	Yes	0	0	0
PEDV/MEX/GTO/01/2013	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH006959	27685	09/30/2013	Swine	swine; suckling piglet	Mexico	genomic RNA	Yes	0	0	0
PEDV/MEX/MICH/01/2013	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH006957	27685	07/24/2013	Swine	swine; suckling piglet	Mexico	genomic RNA	Yes	0	0	0
PEDV/MEX/MICH/02/2013	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH006965	27685	07/24/2013	Swine	swine; suckling piglet	Mexico	genomic RNA	Yes	0	0	0
USA/Minnesota163/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR265764	27992	02/18/2014	Swine	pig	USA	genomic RNA	Yes	0	0	0
USA/Kansas280/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR265797	27993	03/27/2014	Swine	pig	USA	genomic RNA	Yes	0	0	0
OH10123-14	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KP641661	28038	04/22/2014	Swine	pig	USA	genomic RNA	Yes	0	0	0
USA/Illinois197/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR265769	27993	03/04/2014	Swine	pig	USA	genomic RNA	Yes	0	0	0
PEDV/USA/Minnesota188/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KM077139	28020	01/22/2014	Unknown	-N/A-	USA	genomic RNA	Yes	0	0	0
PEDV/USA/Missouri130/2015	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KU982975	28004	10/26/2015	Swine	pig	USA	genomic RNA	Yes	0	0	0
PEDV/USA/Minnesota123/2015	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KU982974	27994	10/06/2015	Swine	pig	USA	genomic RNA	Yes	0	0	0
USA/Oklahoma1/2015	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR265762	27993	12/12/2014	Swine	pig	USA	genomic RNA	Yes	0	0	0
USA/Oklahoma477/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR265833	27993	12/12/2014	Swine	pig	USA	genomic RNA	Yes	0	0	0
UNKNOWN-LQ068527	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LQ068527	27995	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-LY411674	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LY411674	27995	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-MA741906	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MA741906	27995	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-LQ410516	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LQ410516	28004	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
MYG-1/JPN/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LC063838	27481	07/2014	Pig	Sus scrofa domesticus	Japan	genomic RNA	Yes	0	0	0
USA/Oklahoma466/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR265845	27993	12/04/2014	Swine	pig	USA	genomic RNA	Yes	0	0	0
USA/Oklahoma471/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR265824	27993	12/04/2014	Swine	pig	USA	genomic RNA	Yes	0	0	0
PEDV/USA/Kansas126/2015	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KU982967	28000	10/21/2015	Swine	pig	USA	genomic RNA	Yes	0	0	0
PEDV/USA/Oklahoma133/2015	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KU982968	27995	11/06/2015	Swine	pig	USA	genomic RNA	Yes	0	0	0
PEDV/USA/Texas128/2015	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KU982976	27995	10/22/2015	Swine	pig	USA	genomic RNA	Yes	0	0	0
PEDV/USA/Texas132/2015	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KU982977	28003	11/05/2015	Swine	pig	USA	genomic RNA	Yes	0	0	0
AOM-1/JPN/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LC063810	27904	02/2014	Pig	Sus scrofa domesticus	Japan	genomic RNA	Yes	0	0	0
EHM-1/JPN/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LC063812	27904	04/2014	Pig	Sus scrofa domesticus	Japan	genomic RNA	Yes	0	0	0
FKO-1/JPN/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LC063811	27904	03/2014	Pig	Sus scrofa domesticus	Japan	genomic RNA	Yes	0	0	0
KGS-1/JPN/2013	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LC063814	27904	12/2013	Pig	Sus scrofa domesticus	Japan	genomic RNA	Yes	0	0	0
OKN-2/JPN/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LC063816	27904	02/2014	Pig	Sus scrofa domesticus	Japan	genomic RNA	Yes	0	0	0
KMM-2/JPN/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LC063818	27904	01/2014	Pig	Sus scrofa domesticus	Japan	genomic RNA	Yes	0	0	0
KMM-1/JPN/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LC063817	27904	01/2014	Pig	Sus scrofa domesticus	Japan	genomic RNA	Yes	0	0	0
KGS-2/JPN/2013	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LC063815	27904	12/2013	Pig	Sus scrofa domesticus	Japan	genomic RNA	Yes	0	0	0
GNM-1/JPN/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LC063823	27904	04/2014	Pig	Sus scrofa domesticus	Japan	genomic RNA	Yes	0	0	0
HRS-1/JPN/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LC063825	27904	05/2014	Pig	Sus scrofa domesticus	Japan	genomic RNA	Yes	0	0	0
KGS-4/JPN/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LC063826	27904	04/2014	Pig	Sus scrofa domesticus	Japan	genomic RNA	Yes	0	0	0
KGW-1/JPN/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LC063824	27904	04/2014	Pig	Sus scrofa domesticus	Japan	genomic RNA	Yes	0	0	0
PC177	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR078300	28028	12/2013	Swine	pig	USA	genomic RNA	Yes	0	0	0
TC PC177-P2	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KM392229	27437	12/2013	Swine	pig	USA	genomic RNA	Yes	0	0	0
TC PC170-P2	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KM392227	28048	11/2013	Swine	pig	USA	genomic RNA	Yes	0	0	0
TC-PC173-P2	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KM392228	28028	12/2013	Swine	pig	USA	genomic RNA	Yes	0	0	0
TC PC180-P2	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KM392230	28025	12/2013	Swine	pig	USA	genomic RNA	Yes	0	0	0
TC PC182-P2	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KM392231	28023	12/2013	Swine	pig	USA	genomic RNA	Yes	0	0	0
TC PC168-P2	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KM392226	28038	11/2013	Swine	pig	USA	genomic RNA	Yes	0	0	0
USA/Illinois87/2013	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KJ645680	27998	12/04/2013	Swine	porcine	USA	genomic RNA	Yes	0	0	0
USA/Ohio68/2013	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KJ645664	27998	11/24/2013	Swine	porcine	USA	genomic RNA	Yes	0	0	0
USA/Illinois97/2013	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KJ645689	27998	12/11/2013	Swine	porcine	USA	genomic RNA	Yes	0	0	0
USA/Michigan189/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR265807	27988	02/17/2014	Swine	pig	USA	genomic RNA	Yes	0	0	0
USA/Minnesota42/2013	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KJ645648	27998	10/20/2013	Swine	porcine	USA	genomic RNA	Yes	0	0	0
USA/Minnesota54/2013	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KJ645652	27998	11/02/2013	Swine	porcine	USA	genomic RNA	Yes	0	0	0
USA/Ohio120/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KJ645698	27998	01/01/2014	Swine	porcine	USA	genomic RNA	Yes	0	0	0
USA/Minnesota64/2013	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KJ645660	27998	11/19/2013	Swine	porcine	USA	genomic RNA	Yes	0	0	0
USA/Illinois194/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR265815	27993	03/03/2014	Swine	pig	USA	genomic RNA	Yes	0	0	0
USA/Illinois201/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR265795	27993	03/07/2014	Swine	pig	USA	genomic RNA	Yes	0	0	0
USA/Illinois255/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR265770	27993	03/11/2014	Swine	pig	USA	genomic RNA	Yes	0	0	0
USA/Illinois259/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR265785	27993	03/13/2014	Swine	pig	USA	genomic RNA	Yes	0	0	0
USA/Iowa161/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR265805	27988	02/17/2014	Swine	pig	USA	genomic RNA	Yes	0	0	0
USA/Minnesota200/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR265825	27988	03/05/2014	Swine	pig	USA	genomic RNA	Yes	0	0	0
USA/Minnesota312/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR265806	27988	04/07/2014	Swine	pig	USA	genomic RNA	Yes	0	0	0
USA/Iowa162/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR265808	27988	02/17/2014	Swine	pig	USA	genomic RNA	Yes	0	0	0
USA/Oklahoma320/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR265810	27988	04/24/2014	Swine	pig	USA	genomic RNA	Yes	0	0	0
USA/Kansas275/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR265777	27993	03/13/2014	Swine	pig	USA	genomic RNA	Yes	0	0	0
USA/Minnesota250/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR265776	27993	02/03/2014	Swine	pig	USA	genomic RNA	Yes	0	0	0
USA/Ohio343/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR265780	27993	01/17/2014	Swine	pig	USA	genomic RNA	Yes	0	0	0
USA/Minnesota338/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR265775	27991	01/09/2014	Swine	pig	USA	genomic RNA	Yes	0	0	0
USA/Minnesota72/2013	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KJ645667	27998	11/28/2013	Swine	porcine	USA	genomic RNA	Yes	0	0	0
USA/Ohio123/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KJ645699	27998	12/15/2013	Swine	porcine	USA	genomic RNA	Yes	0	0	0
USA/Minnesota59/2013	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KJ645656	27998	11/11/2013	Swine	porcine	USA	genomic RNA	Yes	0	0	0
USA/Iowa303/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR265827	27993	04/07/2014	Swine	pig	USA	genomic RNA	Yes	0	0	0
USA/Iowa28/2013	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KJ645636	27998	07/14/2013	Swine	porcine	USA	genomic RNA	Yes	0	0	0
USA/Texas39/2013	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KJ645645	27998	09/28/2013	Swine	porcine	USA	genomic RNA	Yes	0	0	0
IA2	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KF468754	28038	2013	Swine	swine	USA	genomic RNA	Yes	0	0	0
ISU13-19338E-IN-homogenate	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KF650370	28038	05/16/2013	Swine	pig	USA	genomic RNA	Yes	0	0	0
UNKNOWN-LP731469	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LP731469	28038	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-MA347670	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MA347670	28038	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
USA/KS/2013	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KJ184549	28038	2013	Swine	pig	USA	genomic RNA	Yes	0	0	0
ISU13-19338E-IN-passage3	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KF650371	28038	-N/A-	Swine	pig	USA	genomic RNA	Yes	0	0	0
UNKNOWN-LP731409	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LP731409	28038	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-MA347647	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MA347647	28038	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
ISU13-19338E-IN-passage9	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KF650372	28038	-N/A-	Swine	pig	USA	genomic RNA	Yes	0	0	0
UNKNOWN-LP731470	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LP731470	28038	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-MA347671	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MA347671	28038	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-LP731459	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LP731459	28038	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-MA347660	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MA347660	28038	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
USA/Indiana/17846/2013	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KF452323	28039	05/07/2013	Swine	pig	USA	genomic RNA	Yes	0	0	0
UNKNOWN-LP731471	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LP731471	28038	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-MA347672	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MA347672	28038	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
ISU13-22038-IA-homogenate	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KF650373	28038	06/06/2013	Swine	pig	USA	genomic RNA	Yes	0	0	0
ISU13-22038-IA-passage3	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KF650374	28038	-N/A-	Swine	pig	USA	genomic RNA	Yes	0	0	0
ISU13-22038-IA-passage9	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KF650375	28038	-N/A-	Swine	pig	USA	genomic RNA	Yes	0	0	0
UNKNOWN-LP731410	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LP731410	27937	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-MA347648	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MA347648	27937	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
MN	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KF468752	28038	06/19/2013	Swine	swine	USA	genomic RNA	Yes	0	0	0
KNU-1305	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KJ662670	28038	12/2013	Swine	pig	South Korea	genomic RNA	Yes	0	0	0
KNU-141112-feces	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR873431	28038	11/2014	Swine	pig	South Korea	genomic RNA	Yes	0	0	0
KNU-141112-P5	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR873434	28038	11/2014	Swine	pig	South Korea	genomic RNA	Yes	0	0	0
KNU-141112-P10	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR873435	28038	11/2014	Swine	pig	South Korea	genomic RNA	Yes	0	0	0
UNKNOWN-LQ410512	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LQ410512	28039	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
USA/Iowa/18984/2013	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KF804028	28039	05/16/2013	Swine	pig	USA	genomic RNA	Yes	0	0	0
KUIDL-PED-2014-001	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KJ588064	27759	02/2014	Swine	porcine	South Korea	genomic RNA	Yes	0	0	0
KUIDL-PED-2014-002	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KJ588063	27759	02/2014	Swine	porcine	South Korea	genomic RNA	Yes	0	0	0
KUIDL-PED-2014-007	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KJ588062	27759	02/2014	Swine	porcine	South Korea	genomic RNA	Yes	0	0	0
USA/Ohio300/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR265830	27989	04/03/2014	Swine	pig	USA	genomic RNA	Yes	0	0	0
OH1414	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KJ408801	28038	01/23/2014	Swine	pig	USA	genomic RNA	Yes	0	0	0
GNM-2/JPN/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LC063829	27904	04/2014	Pig	Sus scrofa domesticus	Japan	genomic RNA	Yes	0	0	0
NIG-1/JPN/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LC063830	27904	04/2014	Pig	Sus scrofa domesticus	Japan	genomic RNA	Yes	0	0	0
IBR-6/JPN/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LC063831	27904	05/2014	Pig	Sus scrofa domesticus	Japan	genomic RNA	Yes	0	0	0
IBR-7/JPN/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LC063832	27904	05/2014	Pig	Sus scrofa domesticus	Japan	genomic RNA	Yes	0	0	0
USA/Ohio60/2013	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KJ645657	27998	11/12/2013	Swine	porcine	USA	genomic RNA	Yes	0	0	0
USA/Ohio69/2013	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KJ645665	27998	11/24/2013	Swine	porcine	USA	genomic RNA	Yes	0	0	0
USA/Ohio75/2013	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KJ645670	27998	11/27/2013	Swine	porcine	USA	genomic RNA	Yes	0	0	0
USA/Wisconsin55/2013	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KJ645653	27998	11/03/2013	Swine	porcine	USA	genomic RNA	Yes	0	0	0
USA/Iowa103/2013	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KJ645694	27998	12/15/2013	Swine	porcine	USA	genomic RNA	Yes	0	0	0
USA/Indiana254/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR265801	27993	03/12/2014	Swine	pig	USA	genomic RNA	Yes	0	0	0
USA/Illinois176/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR265763	27993	01/03/2014	Swine	pig	USA	genomic RNA	Yes	0	0	0
